#ID_REF = 		
#VALUE = Average Beta		
ID_REF	VALUE	Detection Pval
cg19252052	0.829467453391501	0
cg19252053	0.956404431423522	0
cg19252054	0.180694235367599	0
cg19252055	0.37353297867375	0
cg19252056	0.937930767002297	0
cg19252057	0.413023762807919	0
cg19252058	0.807990761223747	0
cg19252059	0.0216638021449366	0
cg19252060	0.582743258957426	0
cg19252061	0.905752676162793	0
cg19252062	0.688772948773367	0
cg19252063	0.493158972743929	0
cg19252064	0.546467818364256	0
cg19252065	0.773292283014829	0
cg19252066	0.888345288511128	0
cg19252067	0.488068755391769	0
cg19252068	0.863818568005797	0
cg19252069	0.412095226260249	0
cg19252070	0.830888053819574	0
cg19252071	0.512471096474489	0
cg19252072	0.938269593557898	0
cg19252073	0.0193136298973855	0
cg19252074	0.340064624155706	0
cg19252075	0.660422346509531	0
cg19252076	0.406364532884752	0
cg19252077	0.431708976855393	0
cg19252078	0.915011582585354	0
cg19252079	0.761413495843879	0
cg19252080	0.31752387923577	0
cg19252081	0.0702837347400198	0
cg19252082	0.576272154674206	0
cg19252083	0.958481918225446	0
cg19252084	0.209216097449397	0
cg19252085	0.02037055470092	0
cg19252086	0.0576601025168536	0
cg19252087	0.723871085362607	0
cg19252088	0.634667281741069	0
cg19252089	0.168387003090745	0
cg19252090	0.247621370557769	0
cg19252091	0.802106290397479	0
cg19252092	0.940787065182276	0
cg19252093	0.228363207550246	0
cg19252094	0.267507816234917	0
cg19252095	0.709284993036625	0
cg19252096	0.263741371028732	0
cg19252097	0.654404217396018	0
cg19252098	0.369290105930979	0
cg19252099	0.615494330037235	0
cg19252100	0.0761949040642096	0
cg19252101	0.470897826960122	0
cg19252102	0.259449519378817	0
cg19252103	0.364975654189453	0
cg19252104	0.29692099542524	0
cg19252105	0.874496508620599	0
cg19252106	0.993952080057034	0
cg19252107	0.341515901108758	0
cg19252108	0.692097508087291	0
cg19252109	0.769642794194548	0
cg19252110	0.863071869736837	0
cg19252111	0.541199897964764	0
cg19252112	0.225104716881185	0
cg19252113	0.914461377808035	0
cg19252114	0.451528319578139	0
cg19252115	0.307224281997149	0
cg19252116	0.0264970487767887	0
cg19252117	0.71907351779921	0
cg19252118	0.127914379525464	0
cg19252119	0.0404368947211993	0
cg19252120	0.223873195470625	0
cg19252121	0.797075394259516	0
cg19252122	0.624348779198554	0
cg19252123	0.306000828270738	0
cg19252124	0.0391659137738175	0
cg19252125	0.616281685993176	0
cg19252126	0.0608511459812191	0
cg19252127	0.123445283251007	0
cg19252128	0.806353771642563	0
cg19252129	0.947443748675732	0
cg19252130	0.272005083120351	0
cg19252131	0.121756102542812	0
cg19252132	0.664057534303556	0
cg19252133	0.977576622556392	0
cg19252134	0.36632957278385	0
cg19252135	0.182874240736568	0
cg19252136	0.124788978912703	0
cg19252137	0.408625701729523	0
cg19252138	0.490093565618349	0
cg19252139	0.830154820884594	0
cg19252140	0.0325926695648328	0
cg19252141	0.0188393780323961	0
cg19252142	0.0992972235452107	0
cg19252143	0.621013886892965	0
cg19252144	0.987942892038697	0
cg19252145	0.426321120401684	0
cg19252146	0.494913809615908	0
cg19252147	0.674389209479516	0
cg19252148	0.877598187125928	0
cg19252149	0.310907467999891	0
cg19252150	0.546591444477807	0
cg19252151	0.887481872780431	0
cg19252152	0.603758064228214	0
cg19252153	0.496513076391395	0
cg19252154	0.168040074196475	0
cg19252155	0.920390309239462	0
cg19252156	0.51149660464865	0
cg19252157	0.903179896379379	0
cg19252158	0.32672704649454	0
cg19252159	0.651043175485911	0
cg19252160	0.136899028456955	0
cg19252161	0.193568743229316	0
cg19252162	0.76816102193698	0
cg19252163	0.464394920019783	0
cg19252164	0.212728439953216	0
cg19252165	0.182373395774619	0
cg19252166	0.444456336303612	0
cg19252167	0.122912059216754	0
cg19252168	0.0518285556060347	0
cg19252169	0.679117694898838	0
cg19252170	0.514697840625691	0
cg19252171	0.771513099566786	0
cg19252172	0.069354431666235	0
cg19252173	0.217644764411266	0
cg19252174	0.558667598929694	0
