#ID_REF = 		
#VALUE = Average Beta		
ID_REF	VALUE	Detection Pval
cg19252052	0.823079150377309	0
cg19252053	0.957540884580499	0
cg19252054	0.171787699639784	0
cg19252055	0.374169355151525	0
cg19252056	0.942020326568665	0
cg19252057	0.412237896811498	0
cg19252058	0.797177484134946	0
cg19252059	0.0113590942588635	0
cg19252060	0.57706514530874	0
cg19252061	0.904008331220695	0
cg19252062	0.69124897195547	0
cg19252063	0.490903949848645	0
cg19252064	0.545501961351645	0
cg19252065	0.774640455369564	0
cg19252066	0.890000647139102	0
cg19252067	0.479342798364904	0
cg19252068	0.855453237095081	0
cg19252069	0.405697960084843	0
cg19252070	0.827845821891242	0
cg19252071	0.517328379739306	0
cg19252072	0.935047003679071	0
cg19252073	0.0273382267234689	0
cg19252074	0.335266811924947	0
cg19252075	0.659637844151067	0
cg19252076	0.408780953594172	0
cg19252077	0.428147878928703	0
cg19252078	0.905745342999222	0
cg19252079	0.749904824640812	0
cg19252080	0.324706966750648	0
cg19252081	0.0686788158421346	0
cg19252082	0.56774458461294	0
cg19252083	0.955810485930599	0
cg19252084	0.217342860693871	0
cg19252085	0.0186751951009454	0
cg19252086	0.056005514092906	0
cg19252087	0.721224648691361	0
cg19252088	0.632806045941127	0
cg19252089	0.167089300655961	0
cg19252090	0.235662133781691	0
cg19252091	0.793865767392638	0
cg19252092	0.936309333941881	0
cg19252093	0.232744462217335	0
cg19252094	0.271544270495274	0
cg19252095	0.708771999695962	0
cg19252096	0.268525432117352	0
cg19252097	0.666670131145682	0
cg19252098	0.381978863671856	0
cg19252099	0.617264500994553	0
cg19252100	0.0749586825851372	0
cg19252101	0.478839972381509	0
cg19252102	0.272801246406127	0
cg19252103	0.366917675961283	0
cg19252104	0.293629732766881	0
cg19252105	0.880018879775942	0
cg19252106	0.997763244090065	0
cg19252107	0.359032544460506	0
cg19252108	0.685647067634562	0
cg19252109	0.778247407083822	0
cg19252110	0.842466264117947	0
cg19252111	0.541972433892206	0
cg19252112	0.232656918481495	0
cg19252113	0.913234238121856	0
cg19252114	0.44918435756611	0
cg19252115	0.293843136239344	0
cg19252116	0.0323860778400559	0
cg19252117	0.730363303717656	0
cg19252118	0.131180444953631	0
cg19252119	0.0424810653851903	0
cg19252120	0.224948120205204	0
cg19252121	0.807750955356167	0
cg19252122	0.630801741509982	0
cg19252123	0.309877836589762	0
cg19252124	0.0422714821691845	0
cg19252125	0.606744908519767	0
cg19252126	0.0600183793085796	0
cg19252127	0.129586101294851	0
cg19252128	0.80304538213161	0
cg19252129	0.963180227676533	0
cg19252130	0.267895253711533	0
cg19252131	0.126022360349997	0
cg19252132	0.666578172197947	0
cg19252133	0.965019046339622	0
cg19252134	0.36513375691029	0
cg19252135	0.181187559729623	0
cg19252136	0.125469226977601	0
cg19252137	0.393480512324246	0
cg19252138	0.495721939305796	0
cg19252139	0.825427146923144	0
cg19252140	0.0251653311147996	0
cg19252141	0.0176116195868693	0
cg19252142	0.0889384086851967	0
cg19252143	0.622114911376857	0
cg19252144	0.997440202365328	0
cg19252145	0.427761417863487	0
cg19252146	0.512292189190426	0
cg19252147	0.685439748641591	0
cg19252148	0.878208399319644	0
cg19252149	0.304656397755232	0
cg19252150	0.540808141963422	0
cg19252151	0.887218690695471	0
cg19252152	0.603110889118166	0
cg19252153	0.515781011301704	0
cg19252154	0.163493350777658	0
cg19252155	0.917217144916422	0
cg19252156	0.523122511961962	0
cg19252157	0.905533611390858	0
cg19252158	0.347495506343692	0
cg19252159	0.641675059435805	0
cg19252160	0.132219430953837	0
cg19252161	0.200953643960103	0
cg19252162	0.7677198387235	0
cg19252163	0.46854427324474	0
cg19252164	0.204861246039463	0
cg19252165	0.175767282408797	0
cg19252166	0.437623268766676	0
cg19252167	0.132608501615544	0
cg19252168	0.0538398363024162	0
cg19252169	0.682910791254432	0
cg19252170	0.510396126276072	0
cg19252171	0.766235017755223	0
cg19252172	0.0781182322971352	0
cg19252173	0.213997092096046	0
cg19252174	0.567406376154949	0
cg19252175	0.824382497903717	0
cg19252176	0.421803802339938	0
cg19252177	0.590791313659837	0
cg19252178	0.637640091256666	0
cg19252179	0	0
cg19252180	0.0345451850848958	0
cg19252181	0.70519505021957	0
cg19252182	0.815035981820533	0
cg19252183	0.1082341453017	0
cg19252184	0.103292504570029	0
cg19252185	0.118448188556967	0
cg19252186	0.67070565188024	0
cg19252187	0.215550126659921	0
cg19252188	0.095381209319683	0
cg19252189	0.893465582815112	0
cg19252190	0.265444669014083	0
cg19252191	0.960950455361667	0
cg19252192	0.628303501160404	0
cg19252193	0.471039460027095	0
cg19252194	0.0671167653965796	0
cg19252195	0.819560641836094	0
cg19252196	0.891806646612015	0
cg19252197	0.67307031565438	0
cg19252198	0.243215832352029	0
cg19252199	0.0117844833948831	0
cg19252200	0.983002593890699	0
