#ID_REF = 		
#VALUE = Average Beta		
ID_REF	VALUE	Detection Pval
cg19252052	0.822080458273351	0
cg19252053	0.952031851189107	0
cg19252054	0.173389041468664	0
cg19252055	0.367731301713556	0
cg19252056	0.936395387017735	0
cg19252057	0.408641193183648	0
cg19252058	0.805837603747468	0
cg19252059	0.0106219553796176	0
cg19252060	0.574908022176305	0
cg19252061	0.909484581607733	0
cg19252062	0.687850023444347	0
cg19252063	0.489865857531098	0
cg19252064	0.543391518426842	0
cg19252065	0.774743240010789	0
cg19252066	0.890725865927763	0
cg19252067	0.489961662294717	0
cg19252068	0.86305605190543	0
cg19252069	0.404501363718226	0
cg19252070	0.836187597456561	0
cg19252071	0.529609571530956	0
cg19252072	0.945274226532159	0
cg19252073	0.0284641306168901	0
cg19252074	0.335997456327183	0
cg19252075	0.660105545675526	0
cg19252076	0.404851070560212	0
cg19252077	0.429388311142918	0
cg19252078	0.91646662757534	0
cg19252079	0.749797440921274	0
cg19252080	0.320695796252719	0
cg19252081	0.0685788669032965	0
cg19252082	0.577438119139879	0
cg19252083	0.959171021645805	0
cg19252084	0.217489225591687	0
cg19252085	0.0314380148597311	0
cg19252086	0.053908893566504	0
cg19252087	0.724126854966552	0
cg19252088	0.633219069940314	0
cg19252089	0.173018447810277	0
cg19252090	0.235381115503662	0
cg19252091	0.796640152730353	0
cg19252092	0.924630498698641	0
cg19252093	0.235116918351351	0
cg19252094	0.274875162410401	0
cg19252095	0.712127693708668	0
cg19252096	0.260934080566783	0
cg19252097	0.666663704531881	0
cg19252098	0.375160181617552	0
cg19252099	0.607127982463568	0
cg19252100	0.0750379421825207	0
cg19252101	0.465466304485259	0
cg19252102	0.269500980172352	0
cg19252103	0.366918303454439	0
cg19252104	0.302216712348418	0
cg19252105	0.870093674149637	0
cg19252106	0.994925088738367	0
cg19252107	0.352607104702326	0
cg19252108	0.696148438477943	0
cg19252109	0.773776348404819	0
cg19252110	0.850669389315662	0
cg19252111	0.537449663118299	0
cg19252112	0.23541757881523	0
cg19252113	0.913292472919852	0
cg19252114	0.456990512099819	0
cg19252115	0.294722062621072	0
cg19252116	0.0374846017125488	0
cg19252117	0.720502482921563	0
cg19252118	0.134629640074758	0
cg19252119	0.0374067693001637	0
cg19252120	0.237826274442979	0
cg19252121	0.813247042279402	0
cg19252122	0.64840755247812	0
cg19252123	0.296109840505654	0
cg19252124	0.0360941927592412	0
cg19252125	0.61335889916448	0
cg19252126	0.0549223426709031	0
cg19252127	0.128697163375453	0
cg19252128	0.814525021091518	0
cg19252129	0.950787455288338	0
cg19252130	0.268619358760001	0
cg19252131	0.125338674618342	0
cg19252132	0.668495789675621	0
cg19252133	0.965484208793935	0
cg19252134	0.362508392407843	0
cg19252135	0.176737065441906	0
cg19252136	0.120944033573554	0
cg19252137	0.393424449082261	0
cg19252138	0.492774994242075	0
cg19252139	0.835255930541029	0
cg19252140	0.0279348498904751	0
cg19252141	0.0161985532775633	0
cg19252142	0.102771127101626	0
cg19252143	0.620106529148242	0
cg19252144	0.99258974646075	0
cg19252145	0.41747084424496	0
cg19252146	0.505984986819538	0
cg19252147	0.678219446870838	0
cg19252148	0.878551463613537	0
cg19252149	0.310471501950381	0
cg19252150	0.54817754566778	0
cg19252151	0.886695081961737	0
cg19252152	0.614567731151075	0
cg19252153	0.512665062477368	0
cg19252154	0.16934061859725	0
cg19252155	0.918659208975721	0
cg19252156	0.51431796274708	0
cg19252157	0.905474466888359	0
cg19252158	0.320166848135324	0
cg19252159	0.649179471513486	0
cg19252160	0.137837174433042	0
cg19252161	0.199114697011937	0
cg19252162	0.781247070871831	0
cg19252163	0.468889956864753	0
cg19252164	0.200556043951309	0
cg19252165	0.177966095221436	0
cg19252166	0.448859498839083	0
cg19252167	0.124169077792799	0
cg19252168	0.0476197954186962	0
cg19252169	0.683558079856442	0
cg19252170	0.514157359048422	0
cg19252171	0.771157488090017	0
cg19252172	0.0634682682789436	0
cg19252173	0.216794552896886	0
cg19252174	0.567913936984655	0
cg19252175	0.820546089325049	0
cg19252176	0.416748006196681	0
cg19252177	0.605029915145796	0
cg19252178	0.639529204444517	0
cg19252179	0.00515605280735351	0
cg19252180	0.0236054903836471	0
cg19252181	0.707299293382152	0
cg19252182	0.827790000630493	0
cg19252183	0.109988788200525	0
cg19252184	0.0991296785564895	0
cg19252185	0.1147044780685	0
cg19252186	0.661185718525205	0
cg19252187	0.210090583283703	0
cg19252188	0.101559617694447	0
