#ID_REF = 		
#VALUE = Average Beta		
ID_REF	VALUE	Detection Pval
cg19252052	0.819975459865269	0
cg19252053	0.949735505917138	0
cg19252054	0.175695518852215	0
cg19252055	0.372476218403563	0
cg19252056	0.93572624372071	0
cg19252057	0.411236642923166	0
cg19252058	0.809879975416857	0
cg19252059	0.0164520982921124	0
cg19252060	0.573957274119362	0
cg19252061	0.905528249743959	0
cg19252062	0.692351890433405	0
cg19252063	0.493137913412741	0
cg19252064	0.54086029471846	0
cg19252065	0.771134681909648	0
cg19252066	0.894635396852035	0
cg19252067	0.486966537566034	0
cg19252068	0.864568965619143	0
cg19252069	0.408671020474148	0
cg19252070	0.826056006108813	0
cg19252071	0.525967806048952	0
cg19252072	0.94002404346252	0
cg19252073	0.0217852097534447	0
cg19252074	0.334010499917571	0
cg19252075	0.654721546645809	0
cg19252076	0.401008079069622	0
cg19252077	0.423255470991343	0
cg19252078	0.910984129723597	0
cg19252079	0.756803164299955	0
cg19252080	0.327037669714925	0
cg19252081	0.0697813354694693	0
cg19252082	0.574583251814751	0
cg19252083	0.952439187214966	0
cg19252084	0.199946433393813	0
cg19252085	0.0135922219273839	0
cg19252086	0.0619975324815002	0
cg19252087	0.728318931974294	0
cg19252088	0.637994694479478	0
cg19252089	0.17422755749071	0
cg19252090	0.243350087567935	0
cg19252091	0.793827048574081	0
cg19252092	0.937138185873446	0
cg19252093	0.235517567296551	0
cg19252094	0.274981961948191	0
cg19252095	0.706194857132111	0
cg19252096	0.262439765202633	0
cg19252097	0.654026078359806	0
cg19252098	0.378449069267374	0
cg19252099	0.612709669665562	0
cg19252100	0.0763954886970964	0
cg19252101	0.472149645130856	0
cg19252102	0.261822509723697	0
cg19252103	0.36501000510507	0
cg19252104	0.293748760112399	0
cg19252105	0.872867589497085	0
cg19252106	1	0
cg19252107	0.339885879348902	0
cg19252108	0.685535809938228	0
cg19252109	0.771116757698641	0
cg19252110	0.85710067915627	0
cg19252111	0.534539360567156	0
cg19252112	0.236479065767181	0
cg19252113	0.915256143108087	0
cg19252114	0.451443425849573	0
cg19252115	0.312938144771242	0
cg19252116	0.020443741537948	0
cg19252117	0.714620853986809	0
cg19252118	0.13611678989807	0
cg19252119	0.0383055749451104	0
cg19252120	0.21281706372195	0
cg19252121	0.797883882196371	0
cg19252122	0.621387253739812	0
cg19252123	0.304425116375268	0
cg19252124	0.0365906781889146	0
cg19252125	0.61552181092299	0
cg19252126	0.0649288838052578	0
cg19252127	0.124500137789907	0
cg19252128	0.804744433417961	0
cg19252129	0.957512705859368	0
cg19252130	0.271251653076038	0
cg19252131	0.119860140778215	0
cg19252132	0.660891387628238	0
cg19252133	0.971266564380548	0
cg19252134	0.355404475300778	0
cg19252135	0.175950561464071	0
cg19252136	0.121556319582886	0
cg19252137	0.400934220158787	0
cg19252138	0.49402930172858	0
cg19252139	0.83386318672719	0
cg19252140	0.0245832531236379	0
cg19252141	0.0172337684210717	0
cg19252142	0.108830372457555	0
cg19252143	0.616503517455673	0
cg19252144	0.994067755304642	0
cg19252145	0.434207800564304	0
cg19252146	0.504668066026884	0
cg19252147	0.670578772977604	0
cg19252148	0.876575762032049	0
cg19252149	0.306544603303426	0
cg19252150	0.543891226902702	0
cg19252151	0.896541014174973	0
cg19252152	0.59978325806263	0
cg19252153	0.505158461217842	0
cg19252154	0.165933367710887	0
cg19252155	0.926614131127974	0
cg19252156	0.517350128744053	0
cg19252157	0.914765717911082	0
cg19252158	0.330028239796114	0
cg19252159	0.648702039600662	0
cg19252160	0.133010064840581	0
cg19252161	0.201477144062384	0
cg19252162	0.765712028546005	0
cg19252163	0.467280293740221	0
cg19252164	0.210621868405842	0
cg19252165	0.173777353005642	0
cg19252166	0.444924819199063	0
cg19252167	0.126295149733168	0
cg19252168	0.0496159785695154	0
cg19252169	0.683288675255683	0
cg19252170	0.508078354412457	0
cg19252171	0.768400340071711	0
cg19252172	0.0612881141051266	0
cg19252173	0.213130665145246	0
cg19252174	0.560886620735214	0
cg19252175	0.826419819923014	0
cg19252176	0.425836608339242	0
cg19252177	0.60035498004055	0
cg19252178	0.633284755727355	0
cg19252179	0	0
cg19252180	0.0381234996403444	0
cg19252181	0.720479098091505	0
cg19252182	0.831089030933035	0
cg19252183	0.105902533948073	0
cg19252184	0.0981006804259008	0
cg19252185	0.102980362910179	0
cg19252186	0.655531778462076	0
cg19252187	0.214468431219582	0
cg19252188	0.104025238358727	0
cg19252189	0.893747161896306	0
cg19252190	0.248630406255518	0
cg19252191	0.953556547892581	0
cg19252192	0.62959035410016	0
cg19252193	0.46410643218992	0
cg19252194	0.0590310247832106	0
cg19252195	0.808906244209719	0
cg19252196	0.892099807303456	0
cg19252197	0.671201149713514	0
cg19252198	0.246541475532056	0
cg19252199	0.0102540454823624	0
cg19252200	0.989409970656913	0
cg19252201	0.0558473405316515	0
cg19252202	0.619358370226243	0
cg19252203	0.732644074628927	0
cg19252204	0.553034511665779	0
cg19252205	0.46126313506018	0
cg19252206	0.51797190471933	0
cg19252207	0.75763215792337	0
cg19252208	0.551471809556601	0
cg19252209	0.139530006751639	0
cg19252210	0.751679726147569	0
cg19252211	0.470495192771387	0
cg19252212	0.269545367825332	0
cg19252213	0.938576903347004	0
cg19252214	0.918470940172808	0
cg19252215	0.942160496634515	0
cg19252216	0.924760522264352	0
cg19252217	0.850766288886733	0
cg19252218	0.494196006381258	0
cg19252219	0.304170822247199	0
cg19252220	0.916570155801299	0
cg19252221	0.871404993508733	0
cg19252222	0.988046661290607	0
cg19252223	0.976506574298921	0
cg19252224	0.637681610745934	0
cg19252225	0.708175837108687	0
cg19252226	0.701940069795641	0
cg19252227	0.293247006901939	0
cg19252228	0.685481157860072	0
cg19252229	0.00904242246003098	0
cg19252230	0.499692634557742	0
cg19252231	0.891058569378612	0
cg19252232	0.941467968181172	0
cg19252233	0.992309050879034	0
cg19252234	0.914816697904987	0
cg19252235	0.433051640143091	0
cg19252236	0.652067145250042	0
cg19252237	0.00599063537657947	0
cg19252238	0.166709547249699	0
cg19252239	0.815373384815343	0
cg19252240	0.869854561991805	0
cg19252241	0.737128096934297	0
cg19252242	0.829101689048138	0
cg19252243	0.700826245187515	0
cg19252244	0.589017685485094	0
cg19252245	0.274385709608008	0
cg19252246	0.177603897939766	0
cg19252247	0.579934476818943	0
cg19252248	0.605661380579819	0
cg19252249	0.00863699784450299	0
cg19252250	0.590342733109737	0
cg19252251	0.555704494934403	0
cg19252252	0.517874082081267	0
cg19252253	0.298087265055529	0
cg19252254	0.191602108700158	0
cg19252255	0.699509287290647	0
cg19252256	0.368298283657465	0
cg19252257	0.113690263809156	0
cg19252258	0.184068511985265	0
cg19252259	0.714786508410248	0
cg19252260	0.415401340690542	0
cg19252261	0.689131637068666	0
cg19252262	0.574665008313674	0
cg19252263	0.763156611944061	0
cg19252264	0.641392866944671	0
cg19252265	0.256726882763913	0
cg19252266	0.906001345322919	0
cg19252267	0.251917601214586	0
cg19252268	0.149871698987972	0
cg19252269	0.522869958628524	0
cg19252270	0.700746209899896	0
cg19252271	0.359431159759982	0
cg19252272	0.786186455835302	0
cg19252273	0.798676682341778	0
cg19252274	0.277094613671445	0
cg19252275	0.314344634873732	0
cg19252276	0.818264798947734	0
cg19252277	0.858745938489967	0
cg19252278	0.52886161978349	0
cg19252279	0.56933575414382	0
cg19252280	0.0411675178076781	0
cg19252281	0.837018472821176	0
cg19252282	0.157319637143663	0
cg19252283	0.190402307081055	0
cg19252284	0.378574492565823	0
cg19252285	0.124965616631794	0
cg19252286	0.324010272597275	0
cg19252287	0.705211762484593	0
cg19252288	0.1847274412648	0
cg19252289	0.612403204252078	0
cg19252290	0.0185516653715	0
cg19252291	0.134621039729485	0
cg19252292	0.0993974686791185	0
cg19252293	0.345917227559278	0
cg19252294	0.295437896739771	0
cg19252295	0.122488716669296	0
cg19252296	0.516859509330771	0
cg19252297	0.64452745260704	0
cg19252298	0.678400221872378	0
cg19252299	0.104311300292588	0
cg19252300	0.402770687026409	0
cg19252301	0.644977881276951	0
cg19252302	0.114045638117627	0
cg19252303	0.544538431694344	0
cg19252304	0.883039968617911	0
cg19252305	0.874129460251087	0
cg19252306	0.604512274988094	0
cg19252307	0.295624823300287	0
cg19252308	0.957662294317241	0
cg19252309	0.517389285230544	0
cg19252310	0.0608650049389587	0
cg19252311	0.857059494833124	0
cg19252312	0.467719256032381	0
cg19252313	0.678688427627275	0
cg19252314	0.479367622634086	0
cg19252315	0.97219982068487	0
cg19252316	0.0682176594440941	0
cg19252317	0.54205077262516	0
cg19252318	0.146400925202008	0
cg19252319	0.416703532183531	0
cg19252320	0.690784283484034	0
cg19252321	0.890753283207393	0
cg19252322	0.0114752384598546	0
cg19252323	0.72261772432926	0
cg19252324	0.592456203367835	0
cg19252325	0.568542342872058	0
cg19252326	0.478152120217657	0
cg19252327	0.474682661589831	0
cg19252328	0.727814522018772	0
cg19252329	0.471626494631479	0
cg19252330	0.666493170037653	0
cg19252331	0.640716421461147	0
cg19252332	0.770990448720287	0
cg19252333	0.82417426013906	0
cg19252334	0.0408634390504557	0
cg19252335	0.601509443768588	0
cg19252336	0.382065231497183	0
cg19252337	0.739071453146615	0
cg19252338	0.839177598525635	0
cg19252339	0.419546978467332	0
cg19252340	0.815111156785215	0
cg19252341	0.577784117925848	0
cg19252342	0.343141201756653	0
cg19252343	0.590972482790897	0
cg19252344	0.266275356865038	0
cg19252345	0.407829851128329	0
cg19252346	0.121252195612382	0
cg19252347	0.579599845206379	0
cg19252348	0.128878648061575	0
cg19252349	0.341801899909322	0
cg19252350	0.665134296067456	0
cg19252351	0.157363793094084	0
cg19252352	0.33939399790502	0
cg19252353	0.853587175596547	0
cg19252354	0.304348031727216	0
cg19252355	0.664896585110646	0
cg19252356	0.386961811563371	0
cg19252357	0.217523676483111	0
cg19252358	0.798204910635202	0
cg19252359	0.114675774227622	0
cg19252360	0.691485685460598	0
cg19252361	0.907861848564026	0
cg19252362	0.0398989776282771	0
cg19252363	0.111011969548717	0
cg19252364	0.940371236042216	0
cg19252365	0.87269129082908	0
cg19252366	0.915107205158309	0
cg19252367	0.22802571067506	0
cg19252368	0.138830918078027	0
cg19252369	0.312280161853541	0
cg19252370	0.0627592589079082	0
cg19252371	0.392191615564375	0
cg19252372	0.458418085291811	0
cg19252373	0.284822829512392	0
